Name,Ingredients,Instructions,vegan,gluten-free,vegetarian,fruit
Pumpkin risotto (for 4 servings),"['1 kg Hokkaido pumpkin', '3 cloves of garlic', '4 tbsp olive oil', '½ bunch of parsley', 'Salt', '3 tsp marjoram', '3 tsp oregano', '1 red onion', '100 g butter', '300 g Arborio rice', '900 ml vegetable broth', '100 g Parmesan cheese, in one piece', '75 ml white wine', 'Pepper']","['Wash, deseed, and cut the pumpkin into wide strips.', 'Finely chop the garlic cloves. Mix with 2 tbsp of olive oil. Finely chop the parsley.', 'Grease a baking dish with 1 tbsp of olive oil, place the pumpkin slices inside, and sprinkle with salt, marjoram, oregano, and chopped parsley (about 3 tbsp).', 'Spread the garlic and oil over the pumpkin slices.', 'Cover everything with aluminum foil and let it cook in the oven (220°C) for about 45 minutes until soft.', 'Meanwhile, finely chop the onion. Melt 1 tbsp of oil and 75g of butter in a pot and sauté the onions over low heat.', 'Sauté the rice with the onions. Bring the vegetable broth to a boil.', 'Add the boiling broth to the onion-rice mixture until the rice is just covered.', 'Let it simmer gently, stirring, until the broth is absorbed.', 'Add more broth and stir continuously until it is completely absorbed.', 'Meanwhile, cut the pumpkin (with the skin, if soft enough) into uniform pieces. Grate the parmesan cheese.', 'Melt 25g of butter in the rice, mix in the white wine and parmesan, and gently fold in the pumpkin pieces and broth. Season with salt and pepper to taste.']",False,True,True,False
Lamb's lettuce with goat cheese (for 4 servings),"['300 g lamb\'s lettuce', '200 g Altenburger goat cheese', '1 egg', '4 tbsp breadcrumbs', 'rapeseed oil', '2 tbsp sunflower seeds', '1 handful seedless grapes', '1-2 tbsp white wine vinegar', '1 tbsp raspberry vinegar', '1 tbsp walnut oil', '1 tbsp finely chopped coriander', '1 pinch cumin', 'salt and pepper']","Rinse lamb's lettuce, let it drain well. Cut goat cheese into uniform cubes. Bread cheese cubes in beaten egg and breadcrumbs. Fry cheese cubes in vegetable oil. Toast sunflower seeds without fat in a pan. Wash and halve grapes. Mix with lamb's lettuce. Mix dressing from white wine vinegar, raspberry vinegar, walnut oil and 1 tbsp rapeseed oil as well as coriander, cumin, salt and pepper. Mix lamb's lettuce with dressing. Arrange lamb's lettuce on plates, sprinkle cheese cubes and toasted sunflower seeds on top.",False,True,False,False
Grilled vegetable skewers with avocado dip (for 4 servings),"['5 tbsp olive oil', 'Salt', 'Pepper (freshly ground)', 'Paprika powder', '½ tsp thyme', '½ tsp oregano', '½ tsp rosemary', '(if using fresh herbs: 1 tbsp chopped each)', '8 mushrooms', '1 bell pepper', '1 zucchini', '½ eggplant', '16 cherry tomatoes']","'Mix the olive oil with salt, spices, and herbs to create a marinade.' 'Clean and halve the mushrooms, then sauté them in 1 tablespoon of the marinade.' 'Wash the bell pepper, zucchini, and eggplant, and cut them into uniform, bite-sized pieces. Wash the tomatoes.' 'Coat the vegetable pieces in the marinade and let them marinate for about two hours.' 'Skewer the mushrooms, tomatoes, and vegetable pieces alternately on grill skewers.' 'Grill for about 10 - 15 minutes, turning frequently. Best done in aluminum foil.' 'Meanwhile, peel and cut the avocado into small pieces. Mash with a fork and drizzle with lemon juice.' 'Stir until smooth with yogurt.' 'Season with salt, pepper, and chili. Serve with the grill skewers.'",True,True,True,False
Wild garlic-zucchini noodles (for 4 servings),"['400 – 500 g Linguini', '2 small onions', '1 tbsp olive oil', '500 g zucchini', '200 ml sweet cream', 'Salt', '1 large bunch of wild garlic leaves', '1 – 2 tbsp lemon juice', '80 g Parmesan']","['Bring salted water to a boil, cook the pasta.', 'Finely chop onions and sauté in oil until translucent.', 'Wash zucchinis, trim the ends. Using a peeler or a cheese slicer, cut zucchinis into thin strips along the entire length.', 'Add zucchinis to the onions and sauté for about 3 minutes.', 'Add cream, season with salt and lemon juice. Simmer until the cream thickens slightly and the zucchinis are almost cooked.', 'Cut wild garlic leaves into fine strips and add to the sauce. Heat briefly.', 'Drain linguine only slightly, add them moist to the sauce and mix everything.', 'Finally, grate generous amounts of Parmesan on top.']",False,True,True,False
Cabbage curry (for 4 servings),"['1 head of white cabbage', '400 g leeks', '1 small chili pepper', '2 cm fresh ginger', '3 tbsp olive oil', '1 tsp turmeric', 'Pinch of allspice, cinnamon, cumin', '1 tsp brown sugar', 'Salt', '1 lime (zest)', '1 tbsp lime juice', '250 ml vegetable broth', '3 tbsp cashew nuts', '3-4 sprigs of flat-leaf parsley']","Remove the outer leaves and stem from the cabbage. Cut the cabbage into thin strips and the leek into thin rings. Halve the chili pepper, remove the stem and seeds, then finely chop the chili pepper. Peel and finely chop the ginger.

Heat oil in a pan, sauté the chili pepper and ginger. Add the cabbage and leek, spices, as well as lime juice and zest, and continue to sauté for a few minutes. Pour in the broth, cover, and simmer for 10 minutes.

Toast the cashew nuts without fat in a pan until golden brown, then add to the curry. Finely chop the parsley and sprinkle over the curry according to taste.",True,True,True,False
plum cake,"['200 g flour', '50 g ground hazelnuts', '20 g yeast', '50 g brown sugar', '125 ml milk', '50 g butter', 'Salt']","['Mix flour well with ground hazelnuts. Sift everything into a bowl, crumble yeast finely. Press a hollow in the middle of the flour and place the yeast in it.', 'Add a teaspoon of sugar to the yeast, sprinkle the rest on the flour at the edge of the bowl.', 'Pour lukewarm milk over the yeast and stir to a thick paste with a little flour. Spread soft butter and a pinch of salt on the flour at the edge of the bowl. Cover and let it rise for about 20 minutes.', 'When the volume of the pre-dough has doubled, knead all ingredients into a smooth dough. Cover the dough and let it rise again for about 1 hour, until the volume has doubled.', 'In the meantime, wash, dry, pit, and halve plums.', 'Knead butter, flour, ground hazelnuts, sugar, and cinnamon into streusel. Preheat the oven.', 'Knead the dough smooth again and spread evenly on a greased baking sheet.', 'Arrange the plum halves in a scale-like pattern on the dough and sprinkle streusel on top.', 'Let the cake rise for another 15 minutes and bake at 200 - 225 °C for about 30 minutes.', 'Remove the cake from the oven, sprinkle with some sugar, let it cool down.']",False,True,True,True
Sweet Easter nests,"['150 ml milk', '100 g butter', '2 tbsp brown sugar', '200 g flour', '1 tsp baking powder', '5 small eggs', '1 organic lemon (zest)']","['Bring milk, butter, and sugar to a boil in a pot. Mix flour and baking powder.', 'Mix the flour mixture into the liquid ingredients until a white layer has formed on the bottom of the pot and a firm dough ball has formed.', 'Slowly incorporate eggs and grated lemon zest into the dough until it is glossy and hard to tear.', 'Using a piping bag, pipe the dough in a spiral shape onto a greased baking sheet to create small nests.', 'Bake for 10 minutes (preheat to 220°C) and then let rest in the turned off oven for another 15 minutes. Allow nests to cool.']",False,True,True,False
Farfalle with bean vegetable (4 portions),"['750 g green beans', '1 onion', '4 tomatoes', '2 cloves of garlic', '4 tbsp olive oil', '½ tsp sugar', 'salt, chili powder', '500 g farfalle']","""Wash beans, trim ends. Cook in boiling water for about 7 minutes, then drain. Finely chop onions. Wash and quarter tomatoes. Peel and finely chop garlic. Briefly sauté onions in hot oil. Add beans and sauté over high heat. Add tomatoes and simmer for about 2 minutes. Add garlic and half a teaspoon of sugar. Season with chili powder. Deglaze with 100 ml water and let simmer with lid closed for approximately 30 minutes. Prepare farfalle according to instructions and serve with bean mixture.""",True,True,True,False
Peanut cookies (4 servings),"['250 g flour', '½ tsp baking powder', '100 g brown sugar', '125 g butter', '1 egg', 'salt', '100 g peanuts, unsalted', '25 g dark chocolate', '2 tsp unsweetened cocoa']","Combine flour and baking powder thoroughly and sift into a bowl. Add sugar, butter, egg, and a pinch of salt, and mix everything with dough hooks until a smooth dough forms. Finely chop peanuts. Grate dark chocolate. Take 2/3 of the dough and knead in the peanuts by hand. Then shape into 2 dough rolls with a diameter of about 2 cm. Knead cocoa and grated dark chocolate by hand into the remaining third of the dough. Roll out the dark dough thinly and lightly brush with water. Wrap the dark dough around the light dough rolls. Wrap tightly in cling film and let rest in the refrigerator for at least one hour. Preheat the oven to 180°C. Cut the rolls into thin slices and bake them lying on the baking sheet for about 10 minutes.",False,True,True,True
Radish salad with Camembert cream (4 servings),"['1 bundle of firm radishes', '1 small red onion', '1 bunch of chives', '½ tray of watercress', '1 tbsp oil', '1 tsp vinegar', '150 g Camembert cheese', '2 tbsp butter', '2 tbsp sour cream', 'Salt, pepper', '1 tsp paprika powder', '1 tsp caraway seeds (optional)']","['Wash radishes, cut into thin slices.', 'Cut chives into fine rings.', 'Mix radishes with oil, vinegar, watercress, and a little chives. Season with salt and pepper.', 'Peel and finely chop onion.', 'Mash camembert with a fork, add butter and sour cream and stir until smooth. Add chopped onions and chives (reserving some for garnish), season with salt, pepper, paprika powder, and optionally caraway seeds.', 'Dip a tablespoon in hot water, scoop cheese mixture into dumplings and arrange on plates with radish salad. Sprinkle with chives.']",False,True,True,True
Squashed potatoes on dandelion (4 servings),"['800 g floury potatoes', '100 g dandelion', '50 g wheat germ', '250 g quark (20% fat)', '3 tbsp flaxseed oil', '1 tbsp white wine vinegar', 'pepper', '200 ml milk', 'salt']","['Cook potatoes with skin until soft.', 'Wash dandelion, dry it, tear it into small pieces and mix with wheat germs.', 'Drain the curd and stir smooth with flaxseed oil, vinegar and pepper to taste.', 'Peel potatoes and roughly mash with a potato masher. Stir in milk and season with salt and pepper.', 'Spread dandelion on plates, distribute potatoes and curd mixture on top in small portions.']",False,False,True,True
Vegetable stew with almonds (4 servings),"['3 onions', 'olive oil', '4 carrots', '125 g celery', 'salt, black pepper', '3 tomatoes', '1.5 L vegetable broth', '200 g white beans', '1 bay leaf', '50 g Parmesan cheese', '5 tbsp olive oil', '1 tbsp frozen basil', '2 cloves of garlic', '50 g sliced almonds', '1/2 tsp oregano', '75 g spinach leaves']","Peel and finely dice the onions and sauté in 2 tablespoons of olive oil until translucent. Clean and cut the carrots and celery into uniform pieces and add to the onions. Season with salt and pepper. Sauté over low heat for 10 minutes.

Meanwhile, dice the tomatoes into small pieces.

Add the tomatoes, vegetable broth, beans, and bay leaf to the other vegetables, bring to a boil, and let simmer over low heat for 10 minutes.

Grate the Parmesan, peel the garlic and roughly chop it. Blend 2 tablespoons of Parmesan with olive oil, basil, garlic, almond flakes, and oregano in a mixer until smooth. Season with salt and pepper.

Wash the spinach, squeeze out excess water, and roughly chop it.

Add the spinach and almond mixture to the soup and adjust seasoning. 

Before serving, sprinkle with the remaining Parmesan and almond flakes.",False,True,True,False
Baked Quinces (for 4 servings),"['8 small quinces', '100 g honey', '40 g butter', '4 vanilla pods']","'Wash the quinces and pat them dry. Cut out the core in the middle, preferably with an apple corer. Place each quince on a piece of aluminum foil.', 'Score the quinces on the outside and brush them with honey.', 'Place 1 teaspoon of butter, 1 teaspoon of honey, and half a split vanilla pod in the center of each quince.', 'Loosely wrap each quince with aluminum foil and bake in the oven (160 °C) for 60 to 80 minutes until soft.', 'Meanwhile, whisk together 3 tablespoons of milk with pudding powder, sugar, and egg yolk.', 'Slowly heat the milk in a saucepan.', 'Split the vanilla pod and scrape out the seeds. Add both to the warm milk and bring to a boil.', 'Remove the milk from the heat and stir in the pudding powder mixture. Bring to a brief boil while stirring.', 'Allow the sauce to cool.', 'Serve the quinces with the vanilla sauce.'",False,True,True,False
Zucchini gratin with fennel (for 4 servings),"['2 fennel bulbs', 'Salt', 'Juice of half a lemon', '2 onions', '2 cloves of garlic', '5 to 6 zucchinis', '4 potatoes', '200g feta cheese', '4 tbsp olive oil', '1 can of tomatoes (peeled, diced)', '1 tsp Tabasco sauce']","['Wash and trim the fennel, finely chop the green leaves and set aside. Quarter the bulbs, remove any tough stems. Cook in 1 liter of boiling salted water with lemon juice for about 20 minutes.', 'Finely chop onions and garlic. Preheat oven to 200°C.', 'Wash the zucchini and cut into bite-sized slices.', 'Wash, peel, and dice the potatoes.', 'Sauté onions, garlic, and zucchini in oil and deglaze with the canned tomatoes. Let simmer for two minutes and season with salt, pepper, and Tabasco sauce.', 'Crumble the feta cheese and mix into the vegetable mixture.', 'Place fennel pieces and potato cubes in a baking dish, pour the zucchini-tomato sauce over them, and bake for about 20 minutes.']",False,True,True,False
Bean gratin (for 4 servings),"['400 g potatoes', '600 g green beans', '150 g Emmental cheese, in one piece', '3 eggs', '1 cup creme fraiche', 'Salt, pepper', 'a few sprigs of thyme', 'a sprig of rosemary', '1 tbsp oil']","'Boil potatoes with the skin for 15 minutes. Then peel and slice.', 'Trim stems off beans, cover with water and cook for about 15 minutes. Drain water. Preheat oven.', 'Grate Emmental cheese. Mix eggs with sour cream and add grated cheese. Season with salt and pepper.', 'Finely chop thyme leaves and rosemary needles and add to the cheese-egg mixture.', 'Brush baking dish with oil. Fill with potatoes and beans, then pour the cheese-egg mixture over them.', 'Bake at 200°C for about 20 minutes until golden brown.'",False,True,True,True
