Name,Ingredients,Instructions
Quetschkartoffeln auf Löwenzahn (4Portionen),"['800 g\xa0mehlig kochende Kartoffeln', '100 g\xa0Löwenzahn', '50 g Weizenkeime', '250 g\xa0Quark (20 % Fett i.Tr.)', '3 EL\xa0Leinöl', '1 EL\xa0Weißweinessig', 'Pfeffer', '200 ml Milch', 'Salz']","['Kartoffeln mit der Schale weich kochen.', 'Löwenzahn waschen, trocknen, in kleine Stücke zerpflücken und mit den Weizenkeimen vermengen.', 'Quark abtropfen lassen und mit Leinöl, Essig und Pfeffer nach Geschmack glatt rühren.', 'Kartoffeln pellen und mit dem Kartoffelstampfer grob zerdrücken. Milch unterrühren und mit Salz und Pfeffer abschmecken.', 'Löwenzahn auf den Tellern verteilen, Kartoffeln und Quarkmasse in kleinen Portionen darauf verteilen.']"
Gemüseeintopf mit Mandeln (4 Portionen),"['3\xa0Zwiebeln', 'Olivenöl', '4\xa0Mohrrüben', '125 g\xa0Staudensellerie', 'Salz, schwarzer Pfeffer,', '3\xa0Tomaten', '1,5 L\xa0Gemüsebrühe', '200 g\xa0weiße Bohnen', '1\xa0Lorbeerblatt', '50 g\xa0Parmesan', '5\xa0El\xa0Olivenöl', '1 EL\xa0gefrorenen Basilikum', '2 Knoblauchzehen', '50 g\xa0Mandelblättchen', '½ TL\xa0Oregano', '75 g\xa0Blattspinat']","['Zwiebeln abziehen und fein würfeln und in 2 EL Olivenöl glasig dünsten. Mohrrüben, Sellerie putzen, in gleichmäßige Stücke schneiden und zu den Zwiebeln geben. Mit Salz und Pfeffer würzen. Bei geringer Hitze 10 Minuten dünsten.', 'Inzwischen Tomaten in kleine Würfel schneiden.', 'Tomaten, Gemüsebrühe, Bohnen und Lorbeerblatt zu dem anderen Gemüse geben, aufkochen und 10 Minuten bei kleiner Flamme köcheln lassen.', 'Parmesan reiben, Knoblauch abziehen und grob zerschneiden. 2 EL Parmesan mit Olivenöl, Basilikum, Knoblauch, Mandelblättchen und Oregano kurz im Mixer pürieren. Mit Salz und Pfeffer abschmecken.', 'Spinat waschen, ausdrücken und grob hacken.', 'Spinat und Mandelmasse in die Suppe geben und nochmals abschmecken.', 'Vor dem Servieren mit restlichem Parmesan und Mandelblättchen bestreuen.']"
Gebackene Quitten (für 4 Portionen),"['8\xa0kleine Quitten', '100 g\xa0Honig', '40 g\xa0Butter', '4\xa0Vanilleschoten']","['Die Quitten waschen und trocken reiben. Kerngehäuse in der Mitte ausschneiden, am besten mit Apfelausstecher. Quitten auf jeweils ein Stück Alu-Folie setzen.', 'Quitten von außen einritzen und mit Honig bestreichen.', 'In die Mitte jeder Quitte 1 TL Butter, 1 TL Honig und ½ aufgeschnittene Vanilleschote geben.', 'Jede Quitte locker mit Alufolie umschlagen und im Ofen (160 °C) 60 bis 80 Minuten weich backen.', 'In der Zwischenzeit 3 EL Milch mit Puddingpulver, Zucker und Eigelb verquirlen.', 'Milch in einem Topf langsam erwärmen.', 'Vanilleschote aufritzen und das Mark auskratzen. Beides zur warmen Milch geben und alles zum Kochen bringen.', 'Milch von der Platte nehmen und Puddingpulver-Mischung unterrühren. Unter Rühren alles noch einmal kurz aufkochen lassen.', 'Soße abkühlen lassen.', 'Quitten mit der Vanillesoße servieren.']"
Zucchinigratin mit Fenchel (für 4 Portionen),"['2\xa0Fenchelknollen', 'Salz', 'Saft einer halben Zitrone', '2\xa0Zwiebeln', '2\xa0Knoblauchzehen', '5 bis 6\xa0Zucchini', '4\xa0Kartoffeln', '200 g\xa0Schafskäse', '4 EL Olivenöl', '1 Dose Tomaten (geschält, gewürfelt)', '1 TL Tabascosoße']","['Fenchel waschen und putzen, die grünen Blättchen fein hacken und beiseite stellen. Die Knollen vierteln, von harten Stielen befreien. In 1 Liter kochendem Salzwasser mit dem Zitronensaft etwa 20 Minuten garen.', 'Zwiebeln und Knoblauch in sehr feine Stücke hacken. Backofen auf 200 °C vorheizen.', 'Zucchini waschen und in mundgerechte Scheiben schneiden.', 'Kartoffeln waschen, schälen und in kleine Würfel schneiden.', 'Zwiebeln, Knoblauch und Zucchini in Öl andünsten und mit den Dosentomaten ablöschen. Zwei Minuten mitköcheln lassen und mit Salz, Pfeffer und Tabascosoße abschmecken.', 'Schafskäse fein zerbröseln und unter die Gemüsemasse mischen.', 'Fenchelstücken und Kartoffelwürfel in eine Auflaufform geben, Zucchini-Tomatensoße darüber geben und etwa 20 Minuten backen.']"
Bohnengratin (für 4 Portionen),"['400 g\xa0Kartoffeln', '600 g\xa0Buschbohnen', '150 g\xa0Emmentaler, am Stück', '3\xa0Eier', '1 Becher\xa0Creme fraiche', 'Salz, Pfeffer', 'einige Zweige Thymian', 'ein Zweig Rosmarin', '1 EL\xa0Öl']","['Kartoffeln mit der Schale 15 Minuten kochen. Danach pellen und in Scheiben schneiden.', 'Stiele von den Bohnenenden abschneiden, mit Wasser bedeckt etwa 15 Minuten kochen. Wasser abgießen. Ofen vorheizen.', 'Emmentaler reiben. Eier mit Creme fraiche verrühren und geriebenen Käse dazugeben. Mit Salz und Pfeffer würzen.', 'Thymianblättchen und Rosmarinnadeln fein hacken und in die Käse-Ei-Masse geben.', 'Auflaufform mit Öl auspinseln. Kartoffeln und Bohnen hineingeben und mit der Käse-Ei-Masse übergießen.', 'Etwa 20 Minuten bei 200 °C goldbraun überbacken.']"
Rosenkohlgratin (für 4 Portionen),"['400 g\xa0Rosenkohl', '150 g\xa0Mohrrüben', '2 große\xa0Tomaten', '2 EL\xa0Pflanzenöl', 'Salz, weißer Pfeffer', '2 EL\xa0Mehl', '2\xa0Zwiebeln', '200 ml Milch', '150 ml Wasser', 'Muskatnuss', '200 g\xa0Mozarella', '50 g Parmesan']","['Rosenkohl putzen, waschen, am Strunk kreuzweise einschneiden. Mohrrüben putzen, waschen, in Scheiben schneiden. Tomaten waschen und würfeln.', '1 EL Öl im Topf erhitzen, Mohrrüben darin andünsten, Rosenkohl kurz mitdünsten. Tomatenwürfel untermischen, mit Salz und Pfeffer würzen. Gemüse in einer Auflaufform verteilen.', 'Zwiebeln abziehen und sehr fein schneiden. 1 EL Öl in einem Topf erhitzen, Zwiebelwürfel darin anbraten, Mehl darüber streuen und vermischen.', 'Masse mit Milch ablöschen und nach und nach das Wasser zugeben. Geriebenen Parmesan dazugeben. Soße aufkochen, mit Muskat, Salz und Pfeffer abschmecken.', 'Die Soße über das Gemüse in der Auflaufform gießen, Mozarellascheiben darauf verteilen.', 'Im vorgeheizten Backofen (200 °C) etwa 30 Minuten backen.']"
Marinierte Paprikascholle (für 4 Portionen),"['500 g\xa0ganz frische Schollenfilets', '1\xa0Zitrone', 'Salz, Pfeffer', '1 Stange\xa0Porree', '3\xa0Paprikaschoten (grün, gelb, rot)', '50 ml\xa0Obst- oder Weißweinessig', '300 ml\xa0Apfelsaft', '½ TL\xa0Senf', '1\xa0Lorbeerblatt', '1 TL\xa0brauner Zucker', '½ TL\xa0Salz', '1 TL\xa0schwarze Pfefferkörner']","['Schollenfilets waschen, trocken tupfen und längs halbieren. Saft der Zitrone über die Filets träufeln. Mit Salz und Pfeffer bestreuen und die Filets kalt stellen.', 'Porree in feine Ringe schneiden. Paprikaschoten entkernen und in Streifen schneiden.', 'Essig, Apfelsaft, Senf, Lorbeerblatt, Zucker, Salz und Pfefferkörner mischen und zum Kochen bringen. Porree- und Paprikaschoten in den Sud geben und 5 Minuten bei geschlossenem Deckel kochen.', 'Schollenfilets in eine Form legen, mit kochendem Gemüsesud übergießen.', 'Alles abkühlen lassen und mindestens sechs Stunden im Kühlschrank durchziehen lassen.']"
Zwiebelkuchen (Kuchenform),"['150 g\xa0Mehl', '150 g\xa0Butter', '150 g\xa0geriebener Emmentaler', '1 Eigelb', 'Salz', '1kg\xa0Zwiebeln', '150 g\xa0Räucherspeck', '1 Bd.\xa0Petersilie', '200 g saure Sahne', '2\xa0Eier', 'Salz, Pfeffer, Muskatnuss']","['Mehl in eine Schüssel sieben. Butter in Flocken, Käse, Eigelb und Salz dazugeben, alles vermengen und zu einem festen Teig verkneten. Teig zur Kugel formen, abgedeckt 2 Stunden (oder über Nacht) im Kühlschrank ruhen lassen.', 'Zwiebeln schälen, in Streifen schneiden. Speck in feine Würfel schneiden.', 'Speck bei niedriger Hitze auslassen, Zwiebeln dazugeben und sehr langsam goldbraun andünsten. Im Anschluss abkühlen lassen.', 'Petersilie fein hacken, mit saurer Sahne und Eiern vermischen und mit Salz, Pfeffer und Muskatnuss abschmecken.', 'Teig auf mehlbestäubter Fläche gleichmäßig rund ausrollen und eine große Kuchenform (Durchmesser 26 cm)\xa0damit auslegen. Ränder am Rand hochdrücken, Boden mit der Gabel einstechen. Zwiebelmasse in die Form füllen, Eiersahne darüber gießen und bei 180 °C auf unterster Schiene etwa 40 Minuten backen.']"
Rosenkohlsalat (für 4 Portionen),"['500 g\xa0Rosenkohl', '150 g\xa0Kartoffeln, festkochend', '5 EL\xa0Olivenöl', '1 TL\xa0Kreuzkümmel', '250 g\xa0Tomaten', '½ Bund\xa0Koriander']","['Rosenkohl putzen und etwa 20 Minuten gar kochen. Abgießen und direkt mit sehr kaltem Wasser spülen. Abtropfen lassen.', 'Kartoffeln schälen und fein würfeln.', 'Olivenöl erhitzen, Kartoffelwürfel und Kreuzkümmel darin braten bis die Kartoffeln knusprig sind.', 'Tomaten halbieren, Kerne entfernen, Fruchtfleisch würfeln.', 'Korianderblättchen grob hacken und unter die Kartoffeln mischen.', 'Rosenkohl, Kartoffeln und Tomaten miteinander vermengen und lauwarm servieren.']"
Spargel-Tomaten-Gemüse,"['1 kg\xa0weißer Spargel', 'Salz, Zucker, Butter fürs Kochwasser', '2\xa0Paprika, rot und gelb', '1\xa0Zwiebel', '2\xa0Knoblauchzehen', '2 EL\xa0Olivenöl', '400 g\xa0Tomaten', '2 EL\xa0Balsamico-Essig', '1 Zweig\xa0Rosmarin', 'einige Blättchen Thymian', 'Zucker', 'Butter', 'Pfeffer']","['Spargel schälen.', 'Paprikaschoten waschen, entkernen und in kleine Würfel schneiden.', 'Zwiebel und Knoblauch fein hacken.', 'Knoblauch und Zwiebeln in 2 EL Olivenöl andünsten. Paprikawürfel kurz mitgaren.', 'Tomaten mit kochendem Wasser überbrühen, häuten, vierteln und hinzufügen.', 'Mit Balsamico ablöschen und etwa 10 Minuten einkochen lassen.', 'Spargel mit etwas Butter, Salz und Zucker in kochendem Wasser etwa 15 Minuten garen.', 'Tomaten-Paprika-Masse mit Rosmarin und Thymian würzen. Mit Salz, Pfeffer und Zucker abschmecken.', 'Spargel auf einer vorgewärmten Platte anrichten, mit dem Tomaten-Paprika-Gemüse übergießen und heiß servieren.']"
Johannis-Eis (für 4 Portionen),"['500 g rote Johannisbeeren', '50 g\xa0Honig', '¼ Liter Sekt', '¼ Liter\xa0Schlagsahne', '50 g\xa0Mandelstifte', '200 g\xa0Vanille-Eis']","['Johannisbeeren waschen, von Stielen befreien und abtropfen lassen.', 'Honig hinzufügen, mit Sekt aufgießen und vorsichtig gleichmäßig verrühren.', 'Schlagsahne steif schlagen.', '4 EL Beeren zurück behalten, die restlichen in Gläser verteilen.', 'Eis in die Gläser verteilen, Sahne darüber geben.', 'Mit Mandeln und den restlichen Johannisbeeren garnieren.']"
Porreepfannkuchen (für 4 Portionen),"['250 g\xa0Mehl', '4\xa0Eier', '500 ml\xa0Milch', 'Öl zum Braten', '500 g\xa0Porree', '2 El\xa0Butter', '150 g\xa0Pilze, am besten Pfifferlinge', '100 g\xa0süße Sahne', 'Salz, Pfeffer', '2 El\xa0Sojasoße', '1 El\xa0Senf', '100 g\xa0Frischkäse', '100 g\xa0mittelalten Gouda']","['Mehl, Eier und Milch zu einem Pfannkuchenteig verrühren. Leicht salzen.', 'Aus dem Teig dünne, nicht zu dunkle Pfannkuchen backen und beiseite stellen.', 'Porree putzen und in Butter andünsten. Geputzte und zerkleinerte Pilze sowie die Sahne dazugeben, solange dünsten, bis die Flüssigkeit verdampft ist. Gemüse mit Salz, Pfeffer und Sojasoße abschmecken.', 'Die Pfannkuchen mit Frischkäse bestreichen, Füllung darauf geben und aufrollen.', 'Pfannkuchen in gefettete Auflaufform geben, geriebenen Gouda darüber streuen und alles bei mittlerer Hitze etwa 20 bis 30 Minuten überbacken.']"
Bunte Sauerkrautsuppe (für 4 Portionen),"['1\xa0Gemüsezwiebel', '500 g\xa0Sauerkraut', '2 EL\xa0Öl', '1 EL\xa0Zucker', '1 L\xa0Gemüsebrühe', '3\xa0Lorbeerblätter', '1\xa0TL Kümmel', '6\xa0Wacholderbeeren', '6\xa0Kartoffeln', 'je eine\xa0rote und gelbe Paprika', '1 Bund\xa0Schnittlauch', '200 ml\xa0Sahne', 'Salz und Pfeffer']","['Zwiebel schälen und in kleine Würfel schneiden. Sauerkraut abtropfen lassen.', 'Öl erhitzen und Zwiebeln darin glasig andünsten.', 'Zucker und Sauerkraut zu den Zwiebeln geben und goldbraun anbraten.', 'Mit Gemüsebrühe aufgießen, Lorbeerblätter, Kümmel und Wacholderbeeren dazugeben und alles etwa 60 Minuten köcheln lassen.', 'In der Zwischenzeit Kartoffeln schälen und bissfest kochen. Anschließend gewürfelt in die Suppe geben.', 'Paprika halbieren, Kerngehäuse und Seitenwände entfernen, waschen und in kleine Würfel schneiden. Schnittlauch waschen, trocknen und in feine Röllchen schneiden.', 'Sahne zur Suppe geben und anschließend Paprika und Schnittlauch untermischen. Mit Salz und Pfeffer abschmecken.']"
Faschingskrapfen,"['250 g\xa0Mehl', '½ Pck.Trockenhefe', '1\xa0Ei', '100 ml Milch', '50 g\xa0Zucker', 'Fett zum Ausbacken', 'bunte Zuckerstreusel oder Puderzucker']","['Mehl und Hefe vermischen.', 'Ei und Milch mischen; darin den Zucker auflösen.', 'Mischung unter das Mehl mischen und so lange rühren, bis der Teig Blasen schlägt.', 'Teig an einem warmen Ort etwa 2 Stunden gehen lassen, bis er zu doppeltem Volumen aufgegangen ist.', 'Teig ausrollen (eventuell Mehl zu Hilfe nehmen) und mit einem runden Ausstecher Plätzchen formen. Diese etwa 10 Minuten gehen lassen.', 'Fett in einem Topf erhitzen. Die Krapfen freischwimmend von allen Seiten goldgelb backen. Überschüssiges Fett abtropfen lassen und mit Küchenkrepp abtupfen.', 'Die Krapfen in Zuckerstreuseln oder Puderzucker wälzen.']"
Aprikosen-Gratin (für 4 Portionen),"['25 g gehackte Mandeln', '8 bis 10\xa0Aprikosen', '3\xa0Eier (Größe M)', '500 g\xa0Schichtkäse', '3 EL\xa0Hartweizengrieß', '150 g\xa0Honig', '3 TL\xa0Speisestärke', '4 EL\xa0Orangensaft', '250 ml Apfelsaft']","['Mandeln ohne Fett in einer Pfanne rösten, beiseite stellen und abkühlen lassen.', 'Aprikosen waschen, entsteinen und in feine Streifen schneiden.', 'Eier trennen, Eiweiß sehr steif schlagen. Backofen auf 180 °C vorheizen.', 'Schichtkäse, Eigelbe, Grieß und Honig (3 EL zurückbehalten) vermischen. Eischnee und Mandeln vorsichtig unterheben.', 'Auflaufform einfetten. Aprikosenstreifen hineingeben und mit der Schichtkäsemasse bedecken. Glatt streichen. Etwa 35 Minuten backen.', 'Währenddessen Speisestärke mit Orangensaft glatt rühren. Apfelsaft aufkochen. Angerührte Stärke hinzugeben und kurz aufkochen. Mit Honig abschmecken.', 'Soße zum Gratin servieren.']"
Spargelcremesuppe (für 4 Portionen),"['30 g\xa0Wildreis', '400 g\xa0Spargel (grün)', '1 EL\xa0Butter', '300 ml\xa0Gemüsebrühe', 'Salz', '4 EL\xa0Creme fraiche', 'Pfeffer, Senf, Zitronensaft', 'Kerbelblättchen']","['Reis kochen.', 'Spargel im unteren Teil schälen. Köpfe abschneiden und zur Seite legen. Spargelstangen in gleichmäßige Stücke schneiden.', 'Butter zerlassen, Spargelstücke darin andünsten.', 'Mit Brühe aufgießen, so dass der Spargel knapp bedeckt ist. Bei mittlerer Hitze gar dünsten.', 'Spargelköpfe 1 bis 2 Minuten in kochendes Salzwasser geben, mit kaltem Wasser abschrecken.', 'Spargel im Topf pürieren, restliche Brühe, Creme fraiche, Reis und die Spargelköpfe dazugeben und kurz erhitzen.', 'Mit Pfeffer, Senf und Zitronensaft abschmecken.', 'Vor dem Servieren die Kerbelblättchen über die Suppe streuen.']"
Kohlrabisuppe (für 4 Portionen),"['1 kg\xa0Kohlrabi', '2\xa0Zwiebeln', '1 EL\xa0Butter', '500 ml\xa0Gemüsebrühe', '1 Topf\xa0Kerbel', '100 ml\xa0Schlagsahne', 'Salz', '4\xa0Eier']","['Kohlrabi schälen, grob würfeln. Zwiebeln schälen, fein hacken.', 'Butter erhitzen, Zwiebel darin glasig andünsten, Kohlrabi hinzufügen und einige Minuten dünsten.', 'Brühe dazu gießen und etwa 20 Minuten leise köcheln lassen, bis der Kohlrabi weich ist.', 'Inzwischen Kerbel waschen, trocknen und die Blättchen von den Stielen zupfen. Einige Blättchen zurück behalten, den Rest zur Suppe geben.', 'Alles pürieren. Sahne dazu geben und mit Salz abschmecken.', 'Eier hart kochen und pellen. In feine Würfelchen schneiden.', 'Suppe schaumig aufschlagen und in die Teller geben. Mit Ei und den restlichen Kerbelblättchen garnieren.']"
Schwarzwurzeln in Sahne-Soße (für 4 Portionen),"['Saft einer Zitrone', '600 g\xa0Schwarzwurzeln', '200 ml\xa0Gemüsebrühe', '100 g\xa0Schmand', '1 Bund\xa0Petersilie', 'Muskat, Salz, Pfeffer', '50 g\xa0gehackte Haselnüsse']","['Die Hälfte des Zitronensaftes in etwa 2 Liter Wasser geben.', 'Schwarzwurzeln unter fließendem Wasser schälen, sofort in Zitronenwasser legen. Abschließend alle geschälten Schwarzwurzeln noch einmal abspülen und abtropfen lassen.', 'In einem großen, flachen Topf etwa 1 Liter Wasser zum Kochen bringen, salzen und die Schwarzwurzeln etwa 15 Minuten garen.', 'Gemüsebrühe mit Schmand aufkochen und bei geöffnetem Deckel dick einkochen lassen.', 'Petersilie fein hacken und in die Soße geben. Mit restlichem Zitronensaft, Salz, Muskat und Pfeffer abschmecken.', 'Haselnüsse ohne Fett in einer Pfanne leicht anbraten.', 'Schwarzwurzeln vorsichtig abtropfen lassen, mit Soße übergießen und mit gerösteten Haselnüssen bestreuen.']"
Herzhafte Ofenkartoffeln (für 4 Portionen),"['8 große Kartoffeln, mehlig kochend', '60 g\xa0Butter', '100 ml\xa0Milch', '50 g\xa0Hartkäse, z. B. Emmentaler, gerieben', '50 g roher Schinken, fein gewürfelt', '½ TL Senf', 'Salz, Pfeffer', '150 g\xa0Erbsen (tiefgekühlt)', '1 Bund\xa0Schnittlauch', '1 Bund\xa0Petersilie']","['Kartoffeln gut waschen, jedoch nicht schälen. Backofen vorheizen. Kartoffeln auf dem Backblech bei 180 °C etwa 1 Stunde backen.', 'Erbsen in kochendem Wasser 5 Minuten vorgaren.', 'Von den Kartoffeln das obere Drittel abschneiden, und die Kartoffeln vorsichtig aushöhlen.', 'Kartoffelmasse gut zerstampfen, dann mit Butter, Milch, Schinken und Käse vermischen und mit Salz, Pfeffer und Senf abschmecken.', 'Schnittlauch und Petersilie waschen, trocknen und fein hacken.', 'Kräuter und Erbsen unter den Kartoffelbrei mischen.', 'Kartoffelpüree in die Kartoffelhälften füllen und noch einmal 10 Minuten bei 180 °C backen.']"
Grünkohllasagne (für 4 Portionen),"['150 g\xa0Zwiebeln', '400 g\xa0Tomaten', '2 EL\xa0Butter', '100 ml Gemüsebrühe', '2 TL Honig', '100 ml\xa0Schmand', '1 TL\xa0Basilikum', '1 TL\xa0Bohnenkraut', '3 TL\xa0Oregano', '1 Zehe\xa0Knoblauch', 'schwarzer Pfeffer', '150 g\xa0Gouda, mittelalt, am Stück', '1 kg\xa0Grünkohl', '½ TL Kümmel\xa0Nelken', 'Lasagne-Platten']","['Zwiebeln schälen und klein würfeln, Tomaten waschen und vierteln.', 'Einen EL Butter erhitzen und die Hälfte der Zwiebeln darin andünsten. Tomaten zugeben und 10 Minuten mitdünsten.', 'Tomaten und Zwiebeln pürieren. Gemüsebrühe, Honig, Schmand und die Kräuter und Gewürze dazu geben.', 'Gouda reiben.', 'Blattrippen des Grünkohls entfernen, Blätter gründlich waschen. In heißem Topf ohne weitere Wasserzugabe zusammenfallen lassen.', 'Grünkohl aus dem Topf nehmen und hacken.', '1 EL Butter zerlassen, andere Hälfte der Zwiebeln anschwitzen, Grünkohl und Kümmel dazugeben und 25 Minuten dünsten. Backofen vorheizen (180 °C).', 'Etwas Grünkohl in eine (möglichst eckige) Auflaufform geben. Eine Schicht Lasagne-Platten darauf verteilen und mit Tomatensoße und Grünkohl bedecken. Etwas Gouda darüber streuen.', 'Die nächste Schicht Lasagne-Platten auflegen, wieder Tomaten, Grünkohl und Gouda darauf verteilen und so fortfahren, bis die Zutaten alle sind. Die letzte Schicht sollte Grünkohl sein. Gouda darüber streuen und die Lasagne im Ofen etwa 40 Minuten backen.']"
Holundersuppe mit Grießklößchen (für 4 Portionen),"['250 ml\xa0Milch', '1\xa0unbehandelte Zitrone', 'Salz', '150 g\xa0Hartweizengrieß', '1 EL\xa0Butter', '2\xa0Eier (Größe M)']","['Milch mit etwas abgeriebener Zitronenschale und einer Prise Salz zum Kochen bringen. Grieß einstreuen und langsam rühren bis sich die Masse vom Topfboden löst.', 'Masse in Schüssel umfüllen und Butter unterrühren. Etwa 10 Minuten abkühlen lassen, dann die Eier nach und nach unterrühren. Grießmasse ruhen lassen.', 'Holunderbeeren waschen und entstielen. Etwa 15 Minuten kochen und danach abtropfen lassen. Gekochte Beeren durch ein Sieb hindurch auspressen, Saft auffangen.', 'Birnen schälen, entkernen und in kleine Scheiben schneiden. Pflaumen waschen, entsteinen und vierteln.', 'Holundersaft mit Zimtstange, Zucker und etwas abgeriebener Zitronenschale zum Kochen bringen.', 'Birnenstückchen hinzugeben, etwa 5 Minuten kochen lassen. Dann Pflaumen hinzugeben und etwa 3 Minuten kochen lassen.', 'Speisestärke mit 3 EL Wasser anrühren und damit die Suppe andicken. Vorher die Zimtstange entfernen.', 'Mit Teelöffeln kleine Klößchen aus der Grießmasse formen und in die heiße Holundersuppe geben. Ohne Aufkochen etwa 15 Minuten darin gar ziehen lassen.', 'Warm oder kalt servieren.']"
